take,split,frame_id,relationship_count,table_relation_count,tool_relation_count,active_use_relation_count,instrument_state,drill_state,hammer_state,saw_state,next_action,next_action_seconds,robot_phase,sterility_breach_count,sterility_breach_details,table_relations,tool_relations,active_use_relations
001_PKA,train,000022,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000023,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000024,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000025,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000026,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000027,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000028,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000029,3,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000030,3,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000031,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000032,3,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000033,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000034,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000035,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000036,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000037,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000038,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000039,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000040,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000041,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000042,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000043,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000044,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000045,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000046,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000047,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000048,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000049,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000050,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000051,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000052,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000053,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000054,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000055,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000056,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000057,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000058,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000059,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000060,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000061,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000062,6,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000063,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000064,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000065,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000066,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000067,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000068,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000069,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000070,6,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000071,6,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000072,7,1,2,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000073,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000074,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000075,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000076,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000077,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000078,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000079,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000080,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000081,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000082,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000083,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000084,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000085,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000086,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000087,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000088,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000089,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000090,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000091,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000092,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000093,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000094,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000095,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000096,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000097,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000098,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000099,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000100,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000101,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000102,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000103,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000104,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000105,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000106,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000107,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000108,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000109,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000110,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000111,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000112,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000113,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000114,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000115,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000116,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000117,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000118,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000119,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000120,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000121,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000122,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000123,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000124,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000125,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000126,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000127,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000128,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000129,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000130,5,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000131,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000132,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000133,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000134,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000135,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000136,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000137,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000138,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000139,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000140,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000141,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000142,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000143,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000144,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000145,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000146,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000147,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000148,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000149,5,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000150,6,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000151,6,2,0,0,none,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo",,
001_PKA,train,000152,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000153,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000154,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000155,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000156,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000157,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000158,6,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000159,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000160,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000161,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000162,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000163,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000164,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000165,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000166,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000167,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000168,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000169,5,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000170,6,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000171,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","mps,instrument,holding",
001_PKA,train,000172,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","mps,instrument,holding",
001_PKA,train,000173,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","mps,instrument,holding",
001_PKA,train,000174,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","mps,instrument,holding",
001_PKA,train,000175,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","mps,instrument,holding",
001_PKA,train,000176,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","mps,instrument,holding",
001_PKA,train,000177,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000178,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000179,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000180,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000181,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000182,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000183,3,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","mps,instrument,holding",
001_PKA,train,000184,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000185,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000186,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000187,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000188,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000189,2,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000190,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000191,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000192,4,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000193,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000194,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000195,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000196,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000197,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000198,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000199,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000200,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000201,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000202,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000203,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000204,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000205,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000206,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000207,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000208,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000209,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000210,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000211,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000212,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000213,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000214,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000215,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000216,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000217,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000218,4,1,0,0,none,none,none,none,,,,0,,"nurse,instrument_table,closeTo",,
001_PKA,train,000219,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000220,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000221,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000222,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000223,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | mps,instrument,holding",
001_PKA,train,000224,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000225,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000226,7,2,1,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding",
001_PKA,train,000227,8,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,closeTo","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000228,7,2,2,0,handling,none,none,none,,,,0,,"circulator,instrument_table,closeTo | nurse,instrument_table,preparing","circulator,instrument,holding | nurse,instrument,holding",
001_PKA,train,000229,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000230,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
001_PKA,train,000231,5,1,1,0,handling,none,none,none,,,,0,,"nurse,instrument_table,preparing","nurse,instrument,holding",
